code,term,hierarchy
N47,"Redundant prepuce, phimosis and paraphimosis",XIV Genitourinary|Male and female reproductive
N50,Other disorders of male genital organs,XIV Genitourinary|Male and female reproductive
N60,Benign mammary dysplasia,XIV Genitourinary|Male and female reproductive
N61,Inflammatory disorders of breast,XIV Genitourinary|Male and female reproductive
N63,Unspecified lump in breast,XIV Genitourinary|Male and female reproductive
N64,Other disorders of breast,XIV Genitourinary|Male and female reproductive
N70,Salpingitis and oophoritis,XIV Genitourinary|Male and female reproductive
N71,"Inflammatory disease of uterus, except cervix",XIV Genitourinary|Male and female reproductive
N72,Inflammatory disease of cervix uteri,XIV Genitourinary|Male and female reproductive
N73,Other female pelvic inflammatory diseases,XIV Genitourinary|Male and female reproductive
N75,Diseases of Bartholin gland,XIV Genitourinary|Male and female reproductive
N76,Other inflammation of vagina and vulva,XIV Genitourinary|Male and female reproductive
N80,Endometriosis,XIV Genitourinary|Male and female reproductive
N81,Female genital prolapse,XIV Genitourinary|Male and female reproductive
N83,"Noninflammatory disorders of ovary, fallopian tube and broad ligament",XIV Genitourinary|Male and female reproductive
N84,Polyp of female genital tract,XIV Genitourinary|Male and female reproductive
N85,"Other noninflammatory disorders of uterus, except cervix",XIV Genitourinary|Male and female reproductive
N86,Erosion and ectropion of cervix uteri,XIV Genitourinary|Male and female reproductive
N87,Dysplasia of cervix uteri,XIV Genitourinary|Male and female reproductive
N88,Other noninflammatory disorders of cervix uteri,XIV Genitourinary|Male and female reproductive
N90,Other noninflammatory disorders of vulva and perineum,XIV Genitourinary|Male and female reproductive
N91,"Absent, scanty and rare menstruation",XIV Genitourinary|Male and female reproductive
N92,"Excessive, frequent and irregular menstruation",XIV Genitourinary|Male and female reproductive
N93,Other abnormal uterine and vaginal bleeding,XIV Genitourinary|Male and female reproductive
N94,Pain and other conditions associated with female genital organs,XIV Genitourinary|Male and female reproductive
N95,Menopausal and other perimenopausal disorders,XIV Genitourinary|Male and female reproductive
N97,Female infertility,XIV Genitourinary|Male and female reproductive
O00,Ectopic pregnancy,XV Pregnancy|Pregnancy / delivery / puerperium
O01,Hydatidiform mole,XV Pregnancy|Pregnancy / delivery / puerperium
O02,Other abnormal products of conception,XV Pregnancy|Pregnancy / delivery / puerperium
O03,Spontaneous abortion,XV Pregnancy|Pregnancy / delivery / puerperium
O04,Medical abortion,XV Pregnancy|Pregnancy / delivery / puerperium
O10,"Pre-existing hypertension complicating pregnancy, childbirth and the puerperium",XV Pregnancy|Pregnancy / delivery / puerperium
O11,Pre-existing hypertensive disorder with superimposed proteinuria,XV Pregnancy|Pregnancy / delivery / puerperium
O13,Gestational [pregnancy-induced] hypertension without significant proteinuria,XV Pregnancy|Pregnancy / delivery / puerperium
O14,Pre-eclampsia,XV Pregnancy|Pregnancy / delivery / puerperium
O15,Eclampsia,XV Pregnancy|Pregnancy / delivery / puerperium
O20,Haemorrhage in early pregnancy,XV Pregnancy|Pregnancy / delivery / puerperium
O24,Diabetes mellitus in pregnancy,XV Pregnancy|Pregnancy / delivery / puerperium
O30,Multiple gestation,XV Pregnancy|Pregnancy / delivery / puerperium
O36,Maternal care for other known / suspected fetal problems,XV Pregnancy|Pregnancy / delivery / puerperium
O42,Premature rupture of membranes,XV Pregnancy|Pregnancy / delivery / puerperium
O60,Preterm labour and delivery,XV Pregnancy|Pregnancy / delivery / puerperium
O68,Labour and delivery complicated by fetal stress,XV Pregnancy|Pregnancy / delivery / puerperium
O80,Single spontaneous delivery,XV Pregnancy|Pregnancy / delivery / puerperium
O82,Single delivery by caesarean section,XV Pregnancy|Pregnancy / delivery / puerperium
O88,Obstetric embolism,XV Pregnancy|Pregnancy / delivery / puerperium
O90,Complications of the puerperium NEC,XV Pregnancy|Pregnancy / delivery / puerperium
P00,Fetus and newborn affected by maternal conditions,XVI Perinatal|Conditions originating in the perinatal period
P05,Slow fetal growth and fetal malnutrition,XVI Perinatal|Conditions originating in the perinatal period
P07,Disorders related to short gestation and low birth weight NEC,XVI Perinatal|Conditions originating in the perinatal period
P22,Respiratory distress of newborn,XVI Perinatal|Conditions originating in the perinatal period
P24,Neonatal aspiration syndromes,XVI Perinatal|Conditions originating in the perinatal period
P36,Bacterial sepsis of newborn,XVI Perinatal|Conditions originating in the perinatal period
P55,Haemolytic disease of fetus and newborn,XVI Perinatal|Conditions originating in the perinatal period
P59,Neonatal jaundice from other and unspecified causes,XVI Perinatal|Conditions originating in the perinatal period
P70,Transitory disorders of carbohydrate metabolism specific to fetus and newborn,XVI Perinatal|Conditions originating in the perinatal period
Q00,Anencephaly and similar malformations,XVII Congenital|Congenital malformations / deformations / chromosomal
Q02,Microcephaly,XVII Congenital|Congenital malformations / deformations / chromosomal
Q05,Spina bifida,XVII Congenital|Congenital malformations / deformations / chromosomal
Q20,Congenital malformations of cardiac chambers and connections,XVII Congenital|Congenital malformations / deformations / chromosomal
Q21,Congenital malformations of cardiac septa,XVII Congenital|Congenital malformations / deformations / chromosomal
Q23,Congenital malformations of aortic and mitral valves,XVII Congenital|Congenital malformations / deformations / chromosomal
Q35,Cleft palate,XVII Congenital|Congenital malformations / deformations / chromosomal
Q36,Cleft lip,XVII Congenital|Congenital malformations / deformations / chromosomal
Q37,Cleft palate with cleft lip,XVII Congenital|Congenital malformations / deformations / chromosomal
Q39,Congenital malformations of oesophagus,XVII Congenital|Congenital malformations / deformations / chromosomal
Q42,"Congenital absence, atresia and stenosis of large intestine",XVII Congenital|Congenital malformations / deformations / chromosomal
Q43,Other congenital malformations of intestine,XVII Congenital|Congenital malformations / deformations / chromosomal
Q51,Congenital malformations of uterus and cervix,XVII Congenital|Congenital malformations / deformations / chromosomal
Q53,Undescended testicle,XVII Congenital|Congenital malformations / deformations / chromosomal
Q60,Renal agenesis and other reduction defects of kidney,XVII Congenital|Congenital malformations / deformations / chromosomal
Q66,Congenital deformities of feet,XVII Congenital|Congenital malformations / deformations / chromosomal
Q70,Syndactyly,XVII Congenital|Congenital malformations / deformations / chromosomal
Q79,Congenital malformations of musculoskeletal system NEC,XVII Congenital|Congenital malformations / deformations / chromosomal
Q90,Down syndrome,XVII Congenital|Congenital malformations / deformations / chromosomal
Q91,Edwards syndrome and Patau syndrome,XVII Congenital|Congenital malformations / deformations / chromosomal
Q96,Turner syndrome,XVII Congenital|Congenital malformations / deformations / chromosomal
Q98,"Other sex chromosome abnormalities, male phenotype NEC",XVII Congenital|Congenital malformations / deformations / chromosomal
R00,Abnormalities of heart beat,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R01,Cardiac murmurs and other cardiac sounds,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R03,"Abnormal blood pressure reading, without diagnosis",XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R04,Haemorrhage from respiratory passages,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R05,Cough,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R06,Abnormalities of breathing,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R07,Pain in throat and chest,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R09,Other symptoms and signs involving the circulatory and respiratory systems,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R10,Abdominal and pelvic pain,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R11,Nausea and vomiting,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R12,Heartburn,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R13,Dysphagia,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R14,Flatulence and related conditions,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R15,Faecal incontinence,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R16,Hepatomegaly and splenomegaly NEC,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R17,Unspecified jaundice,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R18,Ascites,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R19,Other symptoms and signs involving the digestive system and abdomen,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R20,Disturbances of skin sensation,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R21,Rash and other nonspecific skin eruption,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R22,"Localized swelling, mass and lump of skin and subcutaneous tissue",XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R25,Abnormal involuntary movements,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R26,Abnormalities of gait and mobility,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R29,Other symptoms and signs involving the nervous and musculoskeletal systems,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R30,Pain associated with micturition,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R31,Unspecified haematuria,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R32,Unspecified urinary incontinence,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R33,Retention of urine,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R34,Anuria and oliguria,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R35,Polyuria,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R39,Other symptoms and signs involving the urinary system,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R40,"Somnolence, stupor and coma",XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R41,Other symptoms and signs involving cognitive functions and awareness,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R42,Dizziness and giddiness,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R45,Symptoms and signs involving emotional state,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R47,Speech disturbances NEC,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R50,Fever of other and unknown origin,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R51,Headache,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R52,"Pain, not elsewhere classified",XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R53,Malaise and fatigue,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R55,Syncope and collapse,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R56,"Convulsions, not elsewhere classified",XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R57,Shock NEC,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R58,Haemorrhage NEC,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R59,Enlarged lymph nodes,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R60,Oedema NEC,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R63,Symptoms and signs concerning food and fluid intake,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R64,Cachexia,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R65,Symptoms and signs specifically associated with systemic inflammation and infection,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R70,Elevated erythrocyte sedimentation rate / abnormal viscosity,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R71,Abnormality of red blood cells,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R73,Elevated blood glucose level,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R74,Abnormal serum enzyme levels,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R75,Laboratory evidence of HIV,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R76,Other abnormal immunological findings in serum,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R77,Other abnormalities of plasma proteins,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R78,"Findings of drugs and other substances, not normally found in blood",XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R79,Other abnormal findings of blood chemistry,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R80,Isolated proteinuria,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R81,Glycosuria,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R82,Other abnormal findings in urine,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R85,Abnormal findings in specimens from digestive organs and abdominal cavity,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R87,Abnormal findings in specimens from female genital organs,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R94,Abnormal results of function studies,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R95,Sudden infant death syndrome,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R96,"Other sudden death, cause unknown",XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R98,Unattended death,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
R99,Other ill-defined and unspecified causes of mortality,XVIII Symptoms|Cardiovascular / respiratory / GI / GU / neuro signs
S00,Superficial injury of head,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S01,Open wound of head,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S02,Fracture of skull and facial bones,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S06,Intracranial injury,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S09,Other and unspecified injuries of head,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S10,Superficial injury of neck,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S20,Superficial injury of thorax,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S22,"Fracture of rib(s), sternum and thoracic spine",XIX Injury|Head / neck / trunk / limb / poisoning / burns
S30,"Superficial injury of abdomen, lower back and pelvis",XIX Injury|Head / neck / trunk / limb / poisoning / burns
S32,Fracture of lumbar spine and pelvis,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S42,Fracture of shoulder and upper arm,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S52,Fracture of forearm,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S62,Fracture at wrist and hand level,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S72,Fracture of femur,XIX Injury|Head / neck / trunk / limb / poisoning / burns
S82,"Fracture of lower leg, including ankle",XIX Injury|Head / neck / trunk / limb / poisoning / burns
S92,"Fracture of foot, except ankle",XIX Injury|Head / neck / trunk / limb / poisoning / burns
T14,Injury of unspecified body region,XIX Injury|Head / neck / trunk / limb / poisoning / burns
T20,Burn and corrosion of head and neck,XIX Injury|Head / neck / trunk / limb / poisoning / burns
T24,"Burn and corrosion of lower limb, except ankle and foot",XIX Injury|Head / neck / trunk / limb / poisoning / burns
T30,"Burn and corrosion, body region unspecified",XIX Injury|Head / neck / trunk / limb / poisoning / burns
T36,Poisoning by systemic antibiotics,XIX Injury|Head / neck / trunk / limb / poisoning / burns
T39,"Poisoning by non-opioid analgesics, antipyretics and antirheumatics",XIX Injury|Head / neck / trunk / limb / poisoning / burns
T40,Poisoning by narcotics and psychodysleptics [hallucinogens],XIX Injury|Head / neck / trunk / limb / poisoning / burns
T42,"Poisoning by antiepileptic, sedative-hypnotic, anti-parkinsonism and other CNS-depressant drugs",XIX Injury|Head / neck / trunk / limb / poisoning / burns
T44,Poisoning by drugs primarily affecting the autonomic nervous system,XIX Injury|Head / neck / trunk / limb / poisoning / burns
T50,"Poisoning by diuretics and other and unspecified drugs, medicaments and biological substances",XIX Injury|Head / neck / trunk / limb / poisoning / burns
T78,"Adverse effects, not elsewhere classified",XIX Injury|Head / neck / trunk / limb / poisoning / burns
T80,"Complications following infusion, transfusion and therapeutic injection",XIX Injury|Head / neck / trunk / limb / poisoning / burns
T81,"Complications of procedures, not elsewhere classified",XIX Injury|Head / neck / trunk / limb / poisoning / burns
T88,"Other complications of surgical and medical care, NEC",XIX Injury|Head / neck / trunk / limb / poisoning / burns
V01,Pedestrian injured in collision with pedal cycle,XX External|External causes of morbidity and mortality
V40,Car occupant injured in collision with pedestrian or animal,XX External|External causes of morbidity and mortality
V89,"Motor- or nonmotor-vehicle accident, type of vehicle unspecified",XX External|External causes of morbidity and mortality
W00,Fall on same level involving ice and snow,XX External|External causes of morbidity and mortality
W19,Unspecified fall,XX External|External causes of morbidity and mortality
X44,"Accidental poisoning by other and unspecified drugs, medicaments and biological substances",XX External|External causes of morbidity and mortality
X60,Intentional self-poisoning by and exposure to nonopioid analgesics,XX External|External causes of morbidity and mortality
X95,Assault by other and unspecified firearm discharge,XX External|External causes of morbidity and mortality
Y10,"Poisoning by and exposure to nonopioid analgesics, undetermined intent",XX External|External causes of morbidity and mortality
Y65,Other misadventures during surgical and medical care,XX External|External causes of morbidity and mortality
Y83,Surgical operation and other surgical procedures as the cause of abnormal reaction of the patient,XX External|External causes of morbidity and mortality
Y95,Nosocomial condition,XX External|External causes of morbidity and mortality
Z00,General examination and investigation of persons without complaint or reported diagnosis,XXI Health status|Factors influencing health status
Z01,Other special examinations and investigations of persons without complaint,XXI Health status|Factors influencing health status
Z03,Medical observation and evaluation for suspected diseases and conditions,XXI Health status|Factors influencing health status
Z11,Special screening examination for infectious and parasitic diseases,XXI Health status|Factors influencing health status
Z12,Special screening examination for neoplasms,XXI Health status|Factors influencing health status
Z20,Contact with and (suspected) exposure to communicable diseases,XXI Health status|Factors influencing health status
Z21,Asymptomatic HIV infection status,XXI Health status|Factors influencing health status
Z23,Need for immunization against single bacterial diseases,XXI Health status|Factors influencing health status
Z30,Contraceptive management,XXI Health status|Factors influencing health status
Z34,Supervision of normal pregnancy,XXI Health status|Factors influencing health status
Z37,Outcome of delivery,XXI Health status|Factors influencing health status
Z38,Liveborn infants according to place of birth,XXI Health status|Factors influencing health status
Z51,Other medical care,XXI Health status|Factors influencing health status
Z63,"Other problems related to primary support group, including family circumstances",XXI Health status|Factors influencing health status
Z72,Problems related to lifestyle,XXI Health status|Factors influencing health status
Z76,Persons encountering health services in other circumstances,XXI Health status|Factors influencing health status
Z85,Personal history of malignant neoplasm,XXI Health status|Factors influencing health status
Z87,Personal history of other diseases and conditions,XXI Health status|Factors influencing health status
Z90,Acquired absence of organs NEC,XXI Health status|Factors influencing health status
Z95,Presence of cardiac and vascular implants and grafts,XXI Health status|Factors influencing health status
Z96,Presence of other functional implants,XXI Health status|Factors influencing health status
Z99,Dependence on enabling machines and devices NEC,XXI Health status|Factors influencing health status
